MouseID,cls,DYRK1A_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pJNK_N,PKCA_N,pMEK_N,pNR2A_N,pPKCAB_N,pRSK_N,AKT_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N
3516_11,3,0.02816399572037239,0.35583774034670224,0.1767419074218175,0.1306045612552834,0.2943133743784647,0.35978814036752343,0.23499635252413795,0.33357116979184365,0.07708043582804838,0.4388211427930281,0.15519676273326732,0.391198487588571,0.29573084369499036,0.07983957792802454,0.5977487066422329,0.5312292446979184,0.25692777606696116,0.2619930248015456,0.24215493456137213,0.09977156334960341,0.22153682023752305,0.44483729250161486,0.18437466073232067,0.33099929664169614,0.17694679560221604,0.14422492995274905,0.23094970745214816,0.46862804674219644,0.33857560488772986,0.5335562555549468,0.4439216170861847,0.1819473669349474,0.45368661156081647,0.17678830914702914,0.2959765877899838,0.19273213722843863,0.21145554840006983,0.2421887996385802,0.36947178602390035,0.3342341764001475,0.21803899533862403,0.09390467965609484,0.734082141875873,0.1599289715679909,0.9168294525315821,0.42056126811011957,0.5498607956837999,0.7785664710779713,0.7691740186941268,0.44234362231510993,0.9296370190314607,0.4488861286279574,0.5254466128208887,0.07369787500106958,0.723483402824062,0.3480457084854648,0.37766546774519316,0.6177663426124416,0.5782163545898176,0.34974706918871035,0.2299349954968286,0.36585128119859744,0.5594416496987986,0.447259854103377,0.40913764038823824,0.26266924002706893,0.1963379490748738,0.672516168306061,0.8828956308131312,0.2450784869733837
3491_2,7,0.12010568701824315,0.7486024113658326,0.5424671741799584,0.36748792765868166,0.4372336709482224,0.4711402462576911,0.6764373220418515,0.9543663922185095,0.15284451062812285,0.744446775203447,0.75912922862354,0.7057014088273655,0.6625541860564621,0.4719478344116593,0.9340936460139856,0.6769812627371438,0.38791185232037295,0.36886909683124836,0.5844641787141925,0.620197383579197,0.47124491952396097,0.6094350972302754,0.7134814423231318,0.7769946443971711,0.24881544138115708,0.6282256774229559,0.3434035879942462,0.52267502110214,0.2854711833171697,0.7382940291149147,0.5568639358535589,0.38146773098760567,0.5320950206966728,0.4905857899137551,0.5134551870914106,0.47724785199547193,0.2979341543488767,0.5117650375364514,0.7790291455047023,0.5363943959860616,0.6844326535703444,0.23476807011580586,0.4458687381078726,0.37470668442580213,0.15111904237426496,0.34216773384679405,0.699469539907902,0.6815064702553993,0.7625922994753501,0.6677497559536775,0.3606614617088592,0.24188752501206534,0.5367518030887494,0.14875992675510075,0.44186184537566564,0.487012519601426,0.7651239617447668,0.6830760629394326,0.3022105981489951,0.5948594313405076,0.6555074516847674,0.3855533773560733,0.3764944119928723,0.2130478567425308,0.19202289762801167,0.6933912009392577,0.24409348116645255,0.2466526264894487,0.23494186400565664,0.5292616624170687
3429_10,4,0.2055549533329365,0.47567506667005566,0.15075012650554287,0.12388168159105145,0.27474678000627506,0.44313976024653984,0.09365998247796112,0.34486160860698534,0.20022796571872023,0.4763164884127742,0.1385892744871403,0.48072751671696723,0.23308199049573083,0.11362654519161552,0.5135364079302268,0.42211288140257003,0.23586911669661015,0.21723533870365774,0.11607723462295935,0.19611701071996562,0.34918874166326064,0.4868970486665527,0.2637914010406658,0.3358660938969835,0.22648323453823227,0.433015240934037,0.05549150035028361,0.5407868557505373,0.3124637089775695,0.578727709451367,0.6346784812769296,0.22954314963518696,0.4313704240599089,0.4200500868124424,0.3036395739026375,0.3600686683088875,0.0645179042328719,0.06323039924262663,0.43013224513094933,0.1961835787389994,0.020146979343723115,0.056903138041894674,0.37437427002026363,0.0,0.014693531011939084,0.30494807799693585,0.32452205062867234,0.36053745396573345,0.25901690398393284,0.33798180632103725,0.15072454324019002,0.10809239443735186,0.36725038083731454,0.046580670557415244,0.4191454047018076,0.14549892354001848,0.260629519455411,0.31334156046988704,0.24917481623387805,0.1791617731208166,0.22672728061251823,0.3335662407624935,0.5159672549506231,0.28924178427563774,0.27887934935991027,0.12047712000284505,0.20462826160862715,0.3862830162629956,0.3239393556503649,0.40677595670167804
50810A_9,1,0.06597870318534996,0.480252343131487,0.41240794450771034,0.3098162769188568,0.27486279799940205,0.35909531007420165,0.2090392305740623,0.4380646535092019,0.10075663080752453,0.5512649898779437,0.48381199590324697,0.4333891677079159,0.47603500015355316,0.644055739901259,0.6446322141302634,0.5082764729605251,0.2402655615836452,0.16040210257789844,0.3589206549040048,0.4031321915379885,0.4604378665588502,0.5308327488926771,0.4900180481177402,0.6052744708586129,0.15695740905001143,0.2550382418643251,0.03104837730116672,0.3620443756550911,0.09835112781008448,0.5531518133320783,0.41241777789953005,0.17536661501814343,0.36142844369401506,0.2799308831890336,0.13169812301400097,0.22684263063623755,0.05447654233620644,0.5365087737672855,0.6379141104228345,0.5899918045077616,0.4767297032156505,0.28619801283150154,0.5227413139811308,0.20946230574713126,0.025061031158535217,0.3354423564253484,0.7658306572712356,0.5666505879339293,0.6647098266358679,0.7541463527644329,0.1345996875534402,0.25604043101689344,0.8320552688680093,0.21826726416209008,0.4211251456277073,0.40522860321940557,0.7934890266313736,0.840719435691414,0.24615003233540933,0.3907740388157359,0.6440307426841707,0.33422158283711023,0.2699958146570632,0.23762168958818064,0.19367067022517753,0.5344719661570908,0.09884090421520034,0.19840508725642775,0.1664110280037106,0.9595480158305383
363_15,4,0.20069272125111948,0.6252420277199036,0.35575139800976474,0.17082939320901452,0.43708243121810975,0.6226251541455712,0.598133170598996,0.607049013355567,0.17312975853274293,0.6435576398151538,0.7561091444741632,0.6271624439208595,0.3169747237422461,0.7475574947625534,0.9603713593519722,0.4454456787739862,0.4698404154534829,0.4989824369467327,0.17872186240973106,0.1324734989960777,0.4742619666935738,0.8087208969512869,0.5268910436956747,0.6177833309671835,0.46802462179098736,0.7262030882112535,0.08459096764420074,0.6896418877624539,0.43813489135991834,0.6333428784190916,0.6780348766974379,0.3090948573326212,0.5591001688275562,0.48364310677869804,0.5188054325483953,0.4746807413639167,0.9561441322533369,0.19558896500126632,0.3752382027992716,0.3483805841640991,1.0,0.241829467057261,0.6456152435082259,0.287099941125736,0.16786851230245178,0.32568393957656555,0.44068128283010355,0.30519732165976465,0.4009772219469391,0.4695627265040859,0.2819519186800464,0.3252756895524921,0.5517686760147203,0.13955257073022742,0.3277485044036744,0.40878095988086927,0.345725615998426,0.48453195301719143,0.33029362664583517,0.3978361189451498,0.549014099088698,0.3476728971095999,0.7292309900188023,0.4562107973091388,0.3120515977999995,0.4074974110941926,0.3663191293799213,0.5121137415433281,0.4909486073773681,0.5227216885454684
3412_4,2,0.05140649087410313,0.4664462896660163,0.40337922778038227,0.3244084252080026,0.40571057993347603,0.4916856511396765,0.8079828898366713,0.49436817265750266,0.13921950299307825,0.7557039106546793,0.40122356161599626,0.5959844212396085,0.8703161260332126,0.27122324070866016,0.7798762257410903,0.5557666197732645,0.39433047856386505,0.30772291451899747,0.2848211272925638,0.24391370791037625,0.36590137888265173,0.5578354619501104,0.426439429501676,0.6162158829024457,0.3114105193836163,0.28186328932711924,0.31566506372587244,0.5491613162611775,0.3703989278783082,0.7618198391636092,0.5553389364111339,0.2502234534882576,0.4953582565150191,0.32436418321257354,0.31183342734774455,0.2537298609293893,0.31490635882098805,0.35144643905657447,0.6608920966788421,0.39725279540498504,0.484222252107222,0.19971968713400284,0.37658141340717527,0.19315439127082262,0.10164788705620098,0.3520963161300187,0.7198590921082751,0.7849578301870944,0.7244698286646257,0.658446095870625,0.2241799722918401,0.33611255975226484,0.9039100715136256,0.20359540222456257,0.595171481621936,0.3628855572777604,0.6608345675332693,0.9718021669753185,0.46088678378589854,0.6690809541948723,0.4839119047959526,0.29243295594524255,0.39303676119759906,0.44652179587250285,0.4067133838104026,0.3929806509350521,0.2612148908897912,0.42485468797524445,0.42406789998014616,0.2548524608968284
3416_13,4,0.154316802028406,0.5423418944278315,0.35677560358169846,0.2102497975643039,0.37904242044297787,0.5159787113583403,0.1106300845466732,0.5884989896370592,0.16504782475820484,0.4774591834610248,0.5151647713778471,0.60365188182036,0.12572190229945304,0.46885429332908374,0.7770924264062302,0.43823350304092884,0.3776690677559905,0.5210157484816705,0.17896575664554085,0.1872615278430963,0.4988087165714318,0.6539678090209764,0.5198554686036866,0.6307108180032465,0.45720191604005866,0.48830959603674884,0.06935682294751974,0.3977999060887987,0.21603400633350534,0.5586369271092011,0.5376886914838257,0.18242778993229747,0.43239760624025936,0.2607275987599006,0.2980279175974041,0.26960918541017165,0.36684769573788456,0.2579824741094433,0.29343736610839505,0.5336492979698787,0.5534244242311293,0.16910588507642121,0.495301079025059,0.12936074616584592,0.09036721827033126,0.35244874543106436,0.6807754774831821,0.4447841333128598,0.42804275918933643,0.43633846481214456,0.14560472198675872,0.36020978512901125,0.4179918265680126,0.07370665360918507,0.407485545263519,0.3304598815443528,0.2876795924823877,0.6316049990255181,0.3789913211778828,0.2906060610794222,0.5512866628754225,0.4858816871659044,0.330432404130416,0.4960457094137063,0.4875774368379748,0.3646113578385529,0.38787769128931504,0.271983598088783,0.2954241407159326,0.6906956559813084
362_4,2,0.08759851690671383,0.4482475565369384,0.31860700166860145,0.21482638455913683,0.32528777003984954,0.41119651805884644,0.4488554463057285,0.34134962031776594,0.14069177673328184,0.529803102210775,0.2889526582497848,0.44381556059857663,0.3332733868858545,0.19153127020564514,0.5392712708036713,0.5405712781339725,0.33394016276292215,0.1965865473364965,0.23509703868195211,0.2756334540728831,0.44382608380358934,0.5008948529152972,0.38373031583792183,0.5056905235519064,0.15915835731185057,0.470408387740164,0.21200228857684694,0.6207772142123089,0.39590751284204995,0.6813855998399875,0.583956478739775,0.3342218630486278,0.4463940428580666,0.2918880326699078,0.3185267335268859,0.39638505840221794,0.26850432229476084,0.155903340430804,0.48429901113011414,0.09872151482700309,0.2765997279587697,0.08248435506241036,0.20179299269539402,0.11309765306148778,0.027088609723028616,0.2797611811307111,0.5582177165492603,0.5180442433256672,0.3103210193251268,0.4206705263158549,0.13884235565815356,0.12256766056974178,0.4814123767256615,0.08359233528851759,0.45324106833773636,0.11163907942564488,0.21651291800882466,0.4765056566085446,0.31152539837164384,0.32345100887523714,0.40621409122455643,0.3962338861294461,0.23201719462257636,0.23390044994142456,0.2473442429145603,0.23268404588265823,0.12529644761373324,0.3124043877362512,0.2176565993851901,0.2625623651973243
3517_15,7,0.05767792852384119,0.5804611567400514,0.22255087712528832,0.14161700832513358,0.3012575818314398,0.536741313885531,0.40149006063274884,0.2605920921212783,0.11644712101820112,0.4748060382963962,0.4725106512450896,0.480754751213905,0.18306157696893186,0.27774222362262285,0.5387637685990085,0.45066491875839687,0.2966592610296471,0.27466967170264267,0.1582264468631396,0.09590508409303206,0.31038938116528214,0.4774893635653197,0.38490731252676236,0.3350272046783924,0.2356870749484129,0.4314938087918395,0.12622157111038257,0.6915072860091114,0.40432639705011064,0.6101708222653367,0.6177124896684405,0.4298689837014211,0.5066068600613822,0.49126885169751777,0.6076022750093351,0.5843573855307664,0.5275207520343317,0.1343056608786235,0.17890285714959886,0.3983346685114503,0.40993023036399395,0.05141738151260106,0.2465911739157487,0.21078395535108235,0.19785976091729465,0.34656141612944735,0.5009265468809632,0.3068097198436842,0.3604749612894679,0.22405469743131656,0.16890751428081224,0.28670039034256345,0.285098525063598,0.08713248288222017,0.19795740043914967,0.38473715596288927,0.20812873601434934,0.29514330655739407,0.4154884303026223,0.34098217626757577,0.2151568377526223,0.3401258269232659,0.4999522512124653,0.3742241436349778,0.41768831489791675,0.256162896118438,0.3628824786731336,0.271983598088783,0.4672791103316365,0.13857033763954713
3605_12,6,0.09696253557582599,0.5850200525837508,0.3946109017833307,0.2918833934263241,0.4596502374542786,0.5926858839208853,0.5335486879120195,0.670382826435528,0.16038952449364527,0.6966449043657814,0.6060825194581119,0.6855596488089934,0.3675472451639257,0.26888058070575116,0.6609182469665176,0.6037110187794476,0.6559071687999393,0.7005957691247412,0.18570428979399287,0.2047571903477461,0.42822600060451765,0.6153764677770021,0.5530452517751984,0.6490906882630386,0.4810021398331459,0.6458222572836142,0.2597709346063488,0.7061133682416161,0.5078404103734211,0.8146036134774315,0.756528117756145,0.3092755331564019,0.5781528794131837,0.3987188907115964,0.5892890003403997,0.45319014677512626,0.2888315023698437,0.18757955169817842,0.47216300429947783,0.4238240113402333,0.299164521138156,0.21645904154738632,0.2664340535028359,0.3558075057255976,0.04138614140246343,0.3637481754243837,0.6659564555338563,0.9494080067673419,0.7301977051713057,0.537040800222255,0.19225354147210377,0.404380581050385,0.7803183388765068,0.17904186787145315,0.675829672989209,0.3945165050799858,0.5263931096871738,0.8045859176979775,0.7113616219876742,0.6475879765480237,0.6704505628453583,0.4867305481675561,0.330432404130416,0.2699017578622026,0.37888384004430004,0.4929230027200874,0.1963379490748738,0.271983598088783,0.5307782957762586,0.32205355118141926
